# source: file
# clip: 27122013_154548_cam.mp4
# measurement_mode: stepped
# frames_measured: 4895
# clip_duration_s: 163.167
# measured_fps: 30.00
startFrame,endFrame,atMs,durationMs,amplitudeMm,peakClosingVelocityMmPerS,amplitudeOverVelocityMs
81,87,2900,200,3.5823283679475857,73.87764195913003,48.49002043039451
234,242,8066.666666666666,266.66666666666606,4.000436495324738,59.105760777914085,67.6826834249898
392,400,13333.333333333334,266.6666666666679,3.1536694129145078,57.47863979603724,54.86680659294119
480,487,16233.333333333334,233.33333333333394,3.940495323435957,81.24618425229109,48.50068172062909
619,624,20800,166.66666666666788,5.168174995241625,134.95645155492002,38.29513102705175
767,775,25833.333333333332,266.66666666666424,4.810753391269911,106.73067886716599,45.07376362945502
1060,1064,35466.66666666667,133.33333333333576,2.8439382982129944,49.2753675568244,57.7152122697687
1203,1218,40600,500,4.5917623086880734,113.69202244612971,40.38772650793306
1285,1296,43200,366.66666666666424,4.906475298859563,105.78375041969541,46.38212654961842
1410,1417,47233.333333333336,233.33333333333576,4.049519447983462,75.22645530220385,53.83105493560091
1576,1582,52733.333333333336,200.00000000000728,3.9659677499983825,97.35244759195227,40.73824385619487
1679,1682,56066.66666666667,100,4.434694676421788,79.03408813935046,56.11116393982647
1710,1713,57100,100,4.622418798431796,108.69407340097253,42.52687063608049
1714,1716,57200,66.66666666666424,4.622418798431796,108.69407340097253,42.52687063608049
1836,1842,61400,200,4.543679944292897,79.02072588438311,57.49985074726916
1937,1942,64733.333333333336,166.66666666667152,4.520441958900249,73.99804250038953,61.08866945874214
2007,2014,67133.33333333334,233.33333333334303,4.617226415065244,79.00732227401365,58.440487313970124
2153,2156,71866.66666666666,99.99999999998545,4.826918559830796,94.43823429092517,51.11191029854555
2368,2375,79166.66666666667,233.33333333332848,4.1907107399882335,98.83157337579266,42.40255008441145
2476,2484,82800,266.6666666666715,4.269045809817841,86.75326253778465,49.20905202796834
2720,2721,90700,33.33333333332848,4.46298643777255,54.78159753354847,81.46871647982516
2944,2948,98266.66666666667,133.33333333332848,4.150563312057781,84.64154326454195,49.03695221016292
3034,3038,101266.66666666667,133.33333333332848,3.7877859483339043,100.98642832371003,37.50787121802377
3099,3102,103400,100,3.8057853364966907,79.57262134663607,47.8278240943935
3104,3105,103500,33.33333333332848,3.10281541182696,79.57262134663607,38.99350504378138
3224,3226,107533.33333333333,66.66666666665697,3.122374548350047,60.970021724942605,51.21163581729044
3228,3230,107666.66666666667,66.66666666667152,3.0995806291177797,60.970021724942605,50.83778128046415
3347,3354,111800,233.33333333334303,4.205221895641959,104.14847003250122,40.3771835950125
3586,3592,119733.33333333333,200,3.544658392501177,66.14758619851372,53.587116268512034
3684,3687,122900,100,2.222291240770277,48.63765243064023,45.69075869645184
3689,3690,123000,33.33333333332848,4.080994731495922,63.11021002746189,64.66457217810098
3766,3776,125866.66666666666,333.3333333333285,3.302760550202656,59.79789042166238,55.23205796915869
3788,3790,126333.33333333333,66.66666666665697,3.614266799228936,92.64670201415663,39.01128394917574
3792,3794,126466.66666666667,66.66666666667152,4.610796901179474,92.64670201415663,49.767523300235055
4019,4027,134233.3333333333,266.66666666665697,2.2900857281826537,52.92233708269988,43.27257363188661
4159,4162,138733.3333333333,100,2.060926365011822,32.433404785075744,63.54332450351184
4261,4272,142400,366.66666666665697,4.277582735530669,99.18598696638819,43.12688582692878
4409,4414,147133.3333333333,166.66666666665697,5.031834142819363,59.02752527146758,85.24555484374382
4530,4533,151100,100,3.348009666463253,100.44028999386836,33.333333333343035
4534,4545,151500,366.66666666668607,4.293400820785184,100.44028999386836,42.745802715695916
4618,4622,154066.66666666666,133.33333333331393,3.0502548550900754,27.94875613754445,109.1374099111542
4705,4720,157333.33333333334,500,4.767880952288401,131.4828529514667,36.26237828934496
4796,4805,160166.66666666666,299.9999999999709,4.459385980063791,110.46160559448003,40.370461356815866
