# source: file
# clip: 27122013_154548_cam.mp4
# measurement_mode: stepped
# frames_measured: 4895
# clip_duration_s: 163.167
# measured_fps: 30.00
# kss_before: skipped
# kss_after: skipped
timestampMs,faceDetected,fps,apertureMm,baselineMm,shutBaselineMm,blinkRatePerMin,lastBlinkDurationMs,lastBlinkAmplitudeMm,lastBlinkPeakVelocityMmPerS,perclos,longClosureCount,fixationCount,fixationMedianMs,fixating,onScreen
0,true,,4.621981611815958,,,,,,,,0,,,false,true
1000,true,30,6.023479241231994,,,,,,,,0,3,266.66666666666663,true,true
2000,true,30,6.009830862665991,,,,,,,,0,5,266.66666666666663,true,true
3000,true,30,5.25486239673242,,,,200,3.5823283679475857,73.87764195913003,,0,7,266.66666666666663,false,true
4000,true,30,5.742801475014458,,,,200,3.5823283679475857,73.87764195913003,,0,9,266.66666666666663,false,true
5000,true,30,5.444464949725203,,,,200,3.5823283679475857,73.87764195913003,,0,11,266.66666666666663,true,true
6000,true,30,5.6148269484237545,,,,200,3.5823283679475857,73.87764195913003,,0,13,300,true,true
7000,true,30,5.432706041726858,,,,200,3.5823283679475857,73.87764195913003,,0,16,266.66666666666663,false,true
8000,true,30,3.1834181221244737,,,,200,3.5823283679475857,73.87764195913003,,0,18,266.66666666666663,false,true
9000,true,30,5.559188394800067,,,,266.66666666666606,4.000436495324738,59.105760777914085,,0,21,266.66666666666663,true,true
10000,true,30,5.64270688154355,,,,266.66666666666606,4.000436495324738,59.105760777914085,,0,23,266.66666666666663,false,true
11000,true,30,5.454530454841571,,,,266.66666666666606,4.000436495324738,59.105760777914085,,0,23,266.66666666666697,true,true
12000,true,30,5.5638616858721,,,,266.66666666666606,4.000436495324738,59.105760777914085,,0,22,266.6666666666665,false,true
13000,true,30,4.76815253016824,,,,266.66666666666606,4.000436495324738,59.105760777914085,,0,21,300,true,true
14000,true,30,5.187809746576186,,,,266.6666666666679,3.1536694129145078,57.47863979603724,,0,22,300,false,true
15000,true,30,5.128579830069254,,,12,266.6666666666679,3.1536694129145078,57.47863979603724,,0,22,266.66666666666697,true,true
16000,true,30,2.652395438212748,,,11.25,266.6666666666679,3.1536694129145078,57.47863979603724,,0,23,266.66666666666424,true,true
17000,true,30,6.34568878001424,,,14.117647058823529,233.33333333333394,3.940495323435957,81.24618425229109,,0,21,266.6666666666679,false,true
18000,true,30,7.125234247925554,,,13.333333333333334,233.33333333333394,3.940495323435957,81.24618425229109,,0,22,266.6666666666679,true,true
19000,true,30,6.6515715925398045,,,12.631578947368421,233.33333333333394,3.940495323435957,81.24618425229109,,0,20,333.3333333333321,true,true
20000,true,30,6.527900859083794,,,12,233.33333333333394,3.940495323435957,81.24618425229109,,0,19,333.3333333333321,false,true
21000,true,30,6.250286094051144,,,14.285714285714286,166.66666666666788,5.168174995241625,134.95645155492002,,0,20,266.6666666666679,true,true
22000,true,30,6.363722261966247,,,13.636363636363637,166.66666666666788,5.168174995241625,134.95645155492002,,0,21,266.6666666666679,true,true
23000,true,30,6.232833629463096,,,13.043478260869565,166.66666666666788,5.168174995241625,134.95645155492002,,0,22,233.33333333333576,true,true
24000,true,30,6.710448365629576,,,12.5,166.66666666666788,5.168174995241625,134.95645155492002,,0,21,266.6666666666679,true,true
25000,true,30,6.393614801162479,,,12,166.66666666666788,5.168174995241625,134.95645155492002,,0,20,266.6666666666679,false,true
26000,true,30,5.526009980471258,,,13.846153846153847,266.66666666666424,4.810753391269911,106.73067886716599,,0,20,266.6666666666679,false,true
27000,true,30,5.576201453467414,,,13.333333333333334,266.66666666666424,4.810753391269911,106.73067886716599,,0,20,333.33333333333576,true,true
28000,true,30,5.651088014036965,,,12.857142857142858,266.66666666666424,4.810753391269911,106.73067886716599,,0,18,333.33333333333576,true,true
29000,true,30,6.56031715969272,,,12.413793103448276,266.66666666666424,4.810753391269911,106.73067886716599,,0,20,333.33333333333576,true,true
30000,true,30,6.226907918165047,6.77749268549362,6.77749268549362,12,266.66666666666424,4.810753391269911,106.73067886716599,,0,20,266.6666666666679,true,true
31000,true,30,4.276285657299427,6.77749268549362,6.77749268549362,11.612903225806452,266.66666666666424,4.810753391269911,106.73067886716599,,0,19,400,true,true
32000,true,30,4.538068354179902,6.77749268549362,6.77749268549362,11.25,266.66666666666424,4.810753391269911,106.73067886716599,,0,18,433.3333333333321,false,true
33000,true,30,4.858925877558213,6.77749268549362,6.77749268549362,10.909090909090908,266.66666666666424,4.810753391269911,106.73067886716599,,0,19,366.6666666666715,false,true
34000,true,30,4.778743429209411,6.77749268549362,6.77749268549362,10.588235294117647,266.66666666666424,4.810753391269911,106.73067886716599,,0,19,366.6666666666715,true,true
35000,true,30,5.062626742168665,6.77749268549362,6.77749268549362,10.285714285714286,266.66666666666424,4.810753391269911,106.73067886716599,,0,19,366.6666666666715,true,true
36000,true,30,5.053074677274397,6.77749268549362,6.77749268549362,11.666666666666666,133.33333333333576,2.8439382982129944,49.2753675568244,,0,19,366.6666666666679,false,true
37000,true,30,5.947240921587517,6.77749268549362,6.77749268549362,11.35135135135135,133.33333333333576,2.8439382982129944,49.2753675568244,,0,21,366.6666666666679,true,true
38000,true,30,5.542250711289888,6.77749268549362,6.77749268549362,11.052631578947368,133.33333333333576,2.8439382982129944,49.2753675568244,,0,23,300,true,true
39000,true,30,6.060384594604627,6.77749268549362,6.77749268549362,10.76923076923077,133.33333333333576,2.8439382982129944,49.2753675568244,,0,21,366.6666666666679,false,true
40000,true,30,5.840779917151579,6.77749268549362,6.77749268549362,10.5,133.33333333333576,2.8439382982129944,49.2753675568244,,0,21,299.99999999999636,true,true
41000,true,30,5.663068636908987,6.77749268549362,6.77749268549362,11.707317073170731,500,4.5917623086880734,113.69202244612971,,0,22,233.33333333333576,false,true
