# source: file
# clip: 27122013_154548_cam.mp4
# measurement_mode: stepped
# frames_measured: 4895
# clip_duration_s: 163.167
# measured_fps: 30.00
startFrame,endFrame,atMs,durationMs,amplitudeMm,peakClosingVelocityMmPerS,amplitudeOverVelocityMs
81,87,2900,200,3.5825566904150876,73.87741354665746,48.49326090920218
234,242,8066.666666666666,266.66666666666606,3.993809896816412,60.730933907009494,65.7623658962941
392,400,13333.333333333334,266.6666666666679,3.1615114669585234,57.0929177445187,55.37484493445861
480,487,16233.333333333334,233.33333333333394,3.942495419775368,81.28056194868405,48.50477562229991
619,624,20800,166.66666666666788,5.181975823564634,134.9888514286931,38.388176273223394
767,775,25833.333333333332,266.66666666666424,4.822540595444133,105.93832570057982,45.52215228579678
1060,1064,35466.66666666667,133.33333333333576,2.8347039648969785,48.31583225693008,58.67029154797161
1203,1218,40600,500,4.589957900330687,113.68911412071921,40.37288825609903
1285,1296,43200,366.66666666666424,4.905314438553996,105.6821912776789,46.41571469373995
1410,1417,47233.333333333336,233.33333333333576,4.046164945862605,73.73760437195195,54.872476266691294
1576,1582,52733.333333333336,200.00000000000728,3.961661889181655,96.06843582798953,41.23791394163019
1679,1682,56066.66666666667,100,4.416532798820091,78.85313727219304,56.009601540325114
1710,1713,57100,100,4.621060147852642,109.71866064418488,42.11735834835457
1714,1716,57200,66.66666666666424,4.621060147852642,109.71866064418488,42.11735834835457
1836,1842,61400,200,4.549049221677828,78.95212947539966,57.61781540161302
1937,1942,64733.333333333336,166.66666666667152,4.493305792749572,74.03411008600331,60.69237257704357
2007,2014,67133.33333333334,233.33333333334303,4.629412440631391,80.83622291880143,57.26903451787394
2153,2156,71866.66666666666,99.99999999998545,4.822291633025902,92.66491445133273,52.04010235781906
2368,2375,79166.66666666667,233.33333333332848,4.182998566261028,97.44520637032397,42.926673584786215
2476,2484,82800,266.6666666666715,4.2660307388649485,86.71149728808241,49.19798264689024
2720,2721,90700,33.33333333332848,4.460788631096273,53.64730868488184,83.15027799993538
2944,2948,98266.66666666667,133.33333333332848,4.152877882032017,83.22491944772293,49.899452106296295
3034,3038,101266.66666666667,133.33333333332848,3.7876681200097524,100.08070482916898,37.84613753944925
3099,3102,103400,100,3.8201089366829235,79.67494681974976,47.946174916504596
3104,3105,103500,33.33333333332848,3.1204739830478934,79.67494681974976,39.16505887487323
3224,3226,107533.33333333333,66.66666666665697,3.1263333691661277,61.90606427913427,50.50124580799547
3228,3230,107666.66666666667,66.66666666667152,3.103614373146941,61.90606427913427,50.13425436242809
3347,3354,111800,233.33333333334303,4.1800858423461635,102.12653305080835,40.930458691538604
3586,3592,119733.33333333333,200,3.5330490165341524,64.73951548844028,54.57330024604532
3684,3687,122900,100,2.2257228980148427,48.659576663534345,45.740695884080864
3689,3690,123000,33.33333333332848,4.081160349963127,63.12861389830967,64.64834403836646
3766,3776,125866.66666666666,333.3333333333285,3.2992242185514704,59.72900902440335,55.23654707218587
3788,3790,126333.33333333333,66.66666666665697,3.6129613964158116,92.60226144482974,39.01590889946386
3792,3794,126466.66666666667,66.66666666667152,4.608974024272039,92.60226144482974,49.771722119528995
4019,4027,134233.3333333333,266.66666666665697,2.2896426192056616,52.31789956981642,43.764039421158586
4159,4162,138733.3333333333,100,2.0570400752777696,32.48194586788888,63.32872062665819
4261,4272,142400,366.66666666665697,4.286481898779644,100.61121685419285,42.604413631053404
4409,4414,147133.3333333333,166.66666666665697,5.0311142457357025,56.17293084438566,89.56474533389154
4530,4533,151100,100,3.4040822515429654,102.12246754625924,33.333333333343035
4534,4545,151500,366.66666666668607,4.298309761708594,102.12246754625924,42.08975620141135
4618,4622,154066.66666666666,133.33333333331393,3.0513740646605285,27.957308775770457,109.14405564333285
4705,4720,157333.33333333334,500,4.769892757253321,131.5157222217684,36.26861242650585
4796,4805,160166.66666666666,299.9999999999709,4.45523902949123,110.3611129083925,40.36964572103755
