# source: file
# clip: 27122013_154548_cam.mp4
# measurement_mode: stepped
# frames_measured: 4895
# clip_duration_s: 163.167
# measured_fps: 30.00
# kss_before: skipped
# kss_after: skipped
timestampMs,faceDetected,fps,apertureMm,baselineMm,shutBaselineMm,blinkRatePerMin,lastBlinkDurationMs,lastBlinkAmplitudeMm,lastBlinkPeakVelocityMmPerS,perclos,longClosureCount,fixationCount,fixationMedianMs,fixating,onScreen
0,true,,4.621981611815958,,,,,,,,0,,,false,true
1000,true,30,6.025467418091008,,,,,,,,0,3,233.33333333333326,true,true
2000,true,30,6.006828617165508,,,,,,,,0,5,266.6666666666665,true,true
3000,true,30,5.25382097684316,,,,200,3.590181074174503,72.54318902940327,,0,7,233.33333333333348,false,true
4000,true,30,5.742617565636097,,,,200,3.590181074174503,72.54318902940327,,0,9,266.6666666666665,false,true
5000,true,30,5.447100136200156,,,,200,3.590181074174503,72.54318902940327,,0,11,266.66666666666663,true,true
6000,true,30,5.614576152853413,,,,200,3.590181074174503,72.54318902940327,,0,13,300,true,true
7000,true,30,5.434822271671008,,,,200,3.590181074174503,72.54318902940327,,0,15,300,false,true
8000,true,30,3.1697419866358274,,,,200,3.590181074174503,72.54318902940327,,0,17,300,false,true
9000,true,30,5.558650311089381,,,,266.66666666666606,4.006038835351333,58.568302151095786,,0,20,266.66666666666663,true,true
10000,true,30,5.642986656613889,,,,266.66666666666606,4.006038835351333,58.568302151095786,,0,22,266.66666666666663,false,true
11000,true,30,5.45488748066838,,,,266.66666666666606,4.006038835351333,58.568302151095786,,0,22,300,true,true
12000,true,30,5.563823361040884,,,,266.66666666666606,4.006038835351333,58.568302151095786,,0,21,300,false,true
13000,true,30,4.778565100402517,,,,266.66666666666606,4.006038835351333,58.568302151095786,,0,20,333.3333333333321,true,true
14000,true,30,5.187678874891022,,,,266.6666666666679,3.157976705084028,57.70043316529628,,0,21,333.3333333333321,false,true
15000,true,30,5.125104952531755,,,12,266.6666666666679,3.157976705084028,57.70043316529628,,0,21,333.3333333333321,true,true
16000,true,30,2.652905227486036,,,11.25,266.6666666666679,3.157976705084028,57.70043316529628,,0,22,266.66666666666697,true,true
17000,true,30,6.345304325306187,,,14.117647058823529,233.33333333333394,3.9464431951923276,81.21921541535534,,0,21,266.6666666666679,false,true
18000,true,30,7.125201971767684,,,13.333333333333334,233.33333333333394,3.9464431951923276,81.21921541535534,,0,22,266.6666666666679,true,true
19000,true,30,6.660876100425102,,,12.631578947368421,233.33333333333394,3.9464431951923276,81.21921541535534,,0,20,333.3333333333321,true,true
20000,true,30,6.527317096223777,,,12,233.33333333333394,3.9464431951923276,81.21921541535534,,0,19,333.3333333333321,false,true
21000,true,30,6.259691083937564,,,14.285714285714286,166.66666666666788,5.169790363633956,133.48410512203327,,0,20,266.6666666666679,true,true
22000,true,30,6.364562957192847,,,13.636363636363637,166.66666666666788,5.169790363633956,133.48410512203327,,0,21,266.6666666666679,true,true
23000,true,30,6.237933104456616,,,13.043478260869565,166.66666666666788,5.169790363633956,133.48410512203327,,0,22,200.00000000000364,true,true
24000,true,30,6.713201368710875,,,12.5,166.66666666666788,5.169790363633956,133.48410512203327,,0,21,266.6666666666679,true,true
25000,true,30,6.39084111743772,,,12,166.66666666666788,5.169790363633956,133.48410512203327,,0,20,266.6666666666679,false,true
26000,true,30,5.5174450475623384,,,13.846153846153847,266.66666666666424,4.824571830549787,105.9433019109751,,0,20,266.6666666666679,false,true
27000,true,30,5.587729777740069,,,13.333333333333334,266.66666666666424,4.824571830549787,105.9433019109751,,0,20,266.6666666666679,true,true
28000,true,30,5.65004688578866,,,12.857142857142858,266.66666666666424,4.824571830549787,105.9433019109751,,0,19,266.6666666666679,true,true
29000,true,30,6.560059502531335,,,12.413793103448276,266.66666666666424,4.824571830549787,105.9433019109751,,0,21,266.6666666666679,true,true
30000,true,30,6.22733145482467,6.782344344393643,6.782344344393643,12,266.66666666666424,4.824571830549787,105.9433019109751,,0,20,266.6666666666679,true,true
31000,true,30,4.276270631157547,6.782344344393643,6.782344344393643,11.612903225806452,266.66666666666424,4.824571830549787,105.9433019109751,,0,19,400,true,true
32000,true,30,4.537216942174525,6.782344344393643,6.782344344393643,11.25,266.66666666666424,4.824571830549787,105.9433019109751,,0,18,433.3333333333321,false,true
33000,true,30,4.858748651044204,6.782344344393643,6.782344344393643,10.909090909090908,266.66666666666424,4.824571830549787,105.9433019109751,,0,19,399.99999999999636,false,true
34000,true,30,4.780252862544462,6.782344344393643,6.782344344393643,10.588235294117647,266.66666666666424,4.824571830549787,105.9433019109751,,0,19,399.99999999999636,true,true
35000,true,30,5.064816064285447,6.782344344393643,6.782344344393643,10.285714285714286,266.66666666666424,4.824571830549787,105.9433019109751,,0,19,399.99999999999636,true,true
36000,true,30,5.057648873635195,6.782344344393643,6.782344344393643,11.666666666666666,133.33333333333576,2.8167324488969987,48.81112175511374,,0,19,333.3333333333394,false,true
37000,true,30,5.950647729804013,6.782344344393643,6.782344344393643,11.35135135135135,133.33333333333576,2.8167324488969987,48.81112175511374,,0,21,333.3333333333394,true,true
38000,true,30,5.542335542822809,6.782344344393643,6.782344344393643,11.052631578947368,133.33333333333576,2.8167324488969987,48.81112175511374,,0,23,333.33333333333576,true,true
39000,true,30,6.037497330628941,6.782344344393643,6.782344344393643,10.76923076923077,133.33333333333576,2.8167324488969987,48.81112175511374,,0,22,299.99999999999636,true,true
40000,true,30,5.840283208984854,6.782344344393643,6.782344344393643,10.5,133.33333333333576,2.8167324488969987,48.81112175511374,,0,21,299.99999999999636,true,true
41000,true,30,5.663361577176847,6.782344344393643,6.782344344393643,11.707317073170731,500,4.591597149310317,113.70090275188514,,0,22,233.33333333333576,false,true
42000,true,30,4.868716875770629,6.782344344393643,6.782344344393643,11.428571428571429,500,4.591597149310317,113.70090275188514,,0,23,266.6666666666715,true,true
43000,true,30,1.5303980731874223,6.782344344393643,6.782344344393643,11.162790697674419,500,4.591597149310317,113.70090275188514,,0,22,266.6666666666715,false,true
44000,true,30,6.294996453285904,6.782344344393643,6.782344344393643,12.272727272727273,366.66666666666424,4.903042017267911,103.99347151408972,,0,25,266.66666666666424,true,true
45000,true,30,6.578327772765298,6.782344344393643,6.782344344393643,12,366.66666666666424,4.903042017267911,103.99347151408972,0.04656319290465632,0,24,266.66666666666424,true,true
46000,true,30,5.894901443184732,6.782344344393643,6.782344344393643,11.73913043478261,366.66666666666424,4.903042017267911,103.99347151408972,0.04365904365904366,0,24,233.33333333333576,true,true
47000,true,30,2.545312836275708,6.782344344393643,6.782344344393643,11.48936170212766,366.66666666666424,4.903042017267911,103.99347151408972,0.043052837573385516,0,22,233.33333333333576,false,true
48000,true,30,6.370708861313814,6.782344344393643,6.782344344393643,12.5,233.33333333333576,4.109041586629873,88.14992791530946,0.04621072088724584,0,21,233.33333333333576,false,true
49000,true,30,6.885864172161674,6.782344344393643,6.782344344393643,12.244897959183673,233.33333333333576,4.109041586629873,88.14992791530946,0.043782837127845885,0,22,233.33333333333576,true,true
50000,true,30,7.315612480906225,6.782344344393643,6.782344344393643,12,233.33333333333576,4.109041586629873,88.14992791530946,0.04159733777038269,0,23,200,false,true
51000,true,30,5.865442529199873,6.782344344393643,6.782344344393643,11.764705882352942,233.33333333333576,4.109041586629873,88.14992791530946,0.039619651347068144,0,24,200,true,true
52000,true,30,5.198772170583838,6.782344344393643,6.782344344393643,11.538461538461538,233.33333333333576,4.109041586629873,88.14992791530946,0.037821482602118005,0,23,200,true,true
