# source: file
# clip: 27122013_154548_cam.mp4
# measurement_mode: stepped
# frames_measured: 4895
# clip_duration_s: 163.167
# measured_fps: 30.00
# kss_before: skipped
# kss_after: skipped
timestampMs,faceDetected,fps,apertureMm,baselineMm,shutBaselineMm,blinkRatePerMin,lastBlinkDurationMs,lastBlinkAmplitudeMm,lastBlinkPeakVelocityMmPerS,perclos,longClosureCount,fixationCount,fixationMedianMs,fixating,onScreen
0,true,,4.621981611815958,,,,,,,,0,,,false,true
1000,true,30,6.021112960986764,,,,,,,,0,3,266.66666666666663,true,true
2000,true,30,6.008110910420319,,,,,,,,0,5,266.66666666666663,true,true
3000,true,30,5.255139406168462,,,,200,3.5897667258430603,72.54036626869325,,0,7,266.66666666666663,false,true
4000,true,30,5.743240756237596,,,,200,3.5897667258430603,72.54036626869325,,0,9,266.66666666666663,false,true
5000,true,30,5.443142879289164,,,,200,3.5897667258430603,72.54036626869325,,0,11,266.66666666666663,true,true
6000,true,30,5.615266294462776,,,,200,3.5897667258430603,72.54036626869325,,0,13,300,true,true
7000,true,30,5.4328734106224665,,,,200,3.5897667258430603,72.54036626869325,,0,16,266.66666666666663,false,true
8000,true,30,3.150585286165928,,,,200,3.5897667258430603,72.54036626869325,,0,18,266.66666666666663,false,true
9000,true,30,5.556154633240935,,,,266.66666666666606,4.006159738696036,58.540513491601196,,0,21,266.66666666666663,true,true
10000,true,30,5.643343574010166,,,,266.66666666666606,4.006159738696036,58.540513491601196,,0,23,266.66666666666663,false,true
11000,true,30,5.45432824853833,,,,266.66666666666606,4.006159738696036,58.540513491601196,,0,23,266.66666666666697,true,true
12000,true,30,5.568085041303801,,,,266.66666666666606,4.006159738696036,58.540513491601196,,0,22,266.6666666666665,false,true
13000,true,30,4.790328830559185,,,,266.66666666666606,4.006159738696036,58.540513491601196,,0,21,300,true,true
14000,true,30,5.189050547113494,,,,266.6666666666679,3.1607731325390183,57.34104257965718,,0,22,300,false,true
15000,true,30,5.12503794713878,,,12,266.6666666666679,3.1607731325390183,57.34104257965718,,0,22,266.66666666666697,true,true
16000,true,30,2.6518532346591597,,,11.25,266.6666666666679,3.1607731325390183,57.34104257965718,,0,23,266.66666666666424,true,true
17000,true,30,6.343318512117463,,,14.117647058823529,233.33333333333394,3.9356939443463386,81.28046377680235,,0,22,266.66666666666424,true,true
18000,true,30,7.122568273297691,,,13.333333333333334,233.33333333333394,3.9356939443463386,81.28046377680235,,0,22,266.66666666666424,true,true
19000,true,30,6.661192000009311,,,12.631578947368421,233.33333333333394,3.9356939443463386,81.28046377680235,,0,20,333.3333333333321,true,true
20000,true,30,6.53116319487565,,,12,233.33333333333394,3.9356939443463386,81.28046377680235,,0,19,333.3333333333321,false,true
21000,true,30,6.250980355328245,,,14.285714285714286,166.66666666666788,5.18001604064494,134.95639698572626,,0,20,266.6666666666679,true,true
22000,true,30,6.355659915998464,,,13.636363636363637,166.66666666666788,5.18001604064494,134.95639698572626,,0,21,266.66666666666424,true,true
23000,true,30,6.238590544223964,,,13.043478260869565,166.66666666666788,5.18001604064494,134.95639698572626,,0,22,233.33333333333576,true,true
24000,true,30,6.713019550381637,,,12.5,166.66666666666788,5.18001604064494,134.95639698572626,,0,21,266.66666666666424,true,true
25000,true,30,6.390836317235445,,,12,166.66666666666788,5.18001604064494,134.95639698572626,,0,20,266.66666666666424,false,true
26000,true,30,5.516914708560973,,,13.846153846153847,266.66666666666424,4.810102747337124,105.8779443775247,,0,20,266.66666666666424,false,true
27000,true,30,5.587510166448142,,,13.333333333333334,266.66666666666424,4.810102747337124,105.8779443775247,,0,20,333.33333333333576,true,true
28000,true,30,5.648826484530088,,,12.857142857142858,266.66666666666424,4.810102747337124,105.8779443775247,,0,18,333.33333333333576,true,true
29000,true,30,6.560452990347285,,,12.413793103448276,266.66666666666424,4.810102747337124,105.8779443775247,,0,20,333.33333333333576,true,true
30000,true,30,6.226990312284344,6.781850723625926,6.781850723625926,12,266.66666666666424,4.810102747337124,105.8779443775247,,0,20,266.6666666666679,true,true
31000,true,30,4.273603897822394,6.781850723625926,6.781850723625926,11.612903225806452,266.66666666666424,4.810102747337124,105.8779443775247,,0,19,400,true,true
32000,true,30,4.537462098080488,6.781850723625926,6.781850723625926,11.25,266.66666666666424,4.810102747337124,105.8779443775247,,0,18,433.3333333333321,false,true
33000,true,30,4.858201623529906,6.781850723625926,6.781850723625926,10.909090909090908,266.66666666666424,4.810102747337124,105.8779443775247,,0,19,433.3333333333321,false,true
34000,true,30,4.780011099319325,6.781850723625926,6.781850723625926,10.588235294117647,266.66666666666424,4.810102747337124,105.8779443775247,,0,19,533.3333333333321,true,true
35000,true,30,5.0627761295587685,6.781850723625926,6.781850723625926,10.285714285714286,266.66666666666424,4.810102747337124,105.8779443775247,,0,19,433.3333333333321,true,true
